time,Description,cycle_state,I_R01_Gripper_Load,I_R01_Gripper_Pot,I_R02_Gripper_Load,I_R02_Gripper_Pot,I_R03_Gripper_Load,I_R03_Gripper_Pot
2023-12-11T20:01:27.656Z,"NoNose,NoBody2",8,442,11246,1315,11723,1386,2406
2023-12-11T20:01:27.744Z,"NoNose,NoBody2",8,442,11242,1300,11711,1369,2397
2023-12-11T20:01:27.846Z,"NoNose,NoBody2",8,449,11186,1306,11663,1378,2391
2023-12-11T20:01:27.940Z,"NoNose,NoBody2",8,421,11163,1301,11633,1377,2407
2023-12-11T20:01:28.140Z,"NoNose,NoBody2",8,474,11236,1316,11673,1396,2403
2023-12-11T20:01:28.144Z,"NoNose,NoBody2",8,445,11223,1311,11644,1373,2398
2023-12-11T20:01:28.243Z,"NoNose,NoBody2",8,460,11189,1319,11652,1385,2412
2023-12-11T20:01:28.343Z,"NoNose,NoBody2",8,406,11168,1333,11751,1376,2403
2023-12-11T20:01:28.447Z,"NoNose,NoBody2",8,457,11211,1324,11697,1372,12506
2023-12-11T20:01:28.542Z,"NoNose,NoBody2",8,453,11239,1315,11720,1380,12487
2023-12-11T20:01:28.655Z,"NoNose,NoBody2",8,422,11182,1305,11665,1390,12562
2023-12-11T20:01:28.747Z,"NoNose,NoBody2",8,395,11180,1316,11659,1383,12495
2023-12-11T20:01:28.848Z,"NoNose,NoBody2",8,459,11397,1310,11670,1394,12578
2023-12-11T20:01:28.955Z,"NoNose,NoBody2",8,448,11222,1281,11691,1386,12538
2023-12-11T20:01:29.184Z,"NoNose,NoBody2",8,461,11263,1305,11676,1376,12514
2023-12-11T20:01:29.186Z,"NoNose,NoBody2",8,474,11191,1336,11656,1369,12525
2023-12-11T20:01:29.251Z,"NoNose,NoBody2",8,470,11271,1345,11754,1394,12564
2023-12-11T20:01:29.349Z,"NoNose,NoBody2",8,428,11196,1292,11663,1385,12557
2023-12-11T20:01:29.449Z,"NoNose,NoBody2",8,443,11175,1306,11646,1379,12572
2023-12-11T20:01:29.550Z,"NoNose,NoBody2",8,466,11269,1309,11736,1369,12555
2023-12-11T20:01:29.648Z,"NoNose,NoBody2",8,466,11239,1326,11705,1385,12588
2023-12-11T20:01:29.745Z,"NoNose,NoBody2",8,430,11178,1311,11657,1369,12485
2023-12-11T20:01:29.854Z,"NoNose,NoBody2",8,435,11172,1327,11656,1364,12479
2023-12-11T20:01:29.961Z,"NoNose,NoBody2",8,429,11246,1302,11713,1384,12576
2023-12-11T20:01:30.187Z,"NoNose,NoBody2",8,425,11187,1290,11665,1381,12498
2023-12-11T20:01:30.189Z,"NoNose,NoBody2",8,441,11235,1329,11670,1377,12479
2023-12-11T20:01:30.243Z,"NoNose,NoBody2",8,452,11261,1320,11734,1382,12504
2023-12-11T20:01:30.345Z,"NoNose,NoBody2",8,403,11243,1287,11702,1377,12591
2023-12-11T20:01:30.447Z,"NoNose,NoBody2",8,477,11242,1323,11700,1371,12512
2023-12-11T20:01:30.549Z,"NoNose,NoBody2",8,504,11246,1319,11693,1384,12494
2023-12-11T20:01:30.660Z,"NoNose,NoBody2",8,453,11205,1299,11665,1374,12495
2023-12-11T20:01:30.745Z,"NoNose,NoBody2",8,453,11235,1293,11711,1377,12490
2023-12-11T20:01:30.862Z,"NoNose,NoBody2",8,456,11194,1317,11660,1369,12507
2023-12-11T20:01:30.940Z,"NoNose,NoBody2",8,478,11235,1321,11700,1383,12580
2023-12-11T20:01:31.136Z,"NoNose,NoBody2",8,325,11093,1321,11686,1369,12511
2023-12-11T20:01:31.140Z,"NoNose,NoBody2",8,453,11210,1303,11683,1381,12512
2023-12-11T20:01:31.246Z,"NoNose,NoBody2",8,483,11287,1324,11749,1380,12517
2023-12-11T20:01:31.356Z,"NoNose,NoBody2",8,405,11161,1275,11629,1364,12497
2023-12-11T20:01:31.447Z,"NoNose,NoBody2",8,477,11284,1321,11749,1385,12556
2023-12-11T20:01:31.548Z,"NoNose,NoBody2",8,454,11214,1321,11692,1380,12512
2023-12-11T20:01:31.651Z,"NoNose,NoBody2",8,464,11224,1313,11703,1384,12579
2023-12-11T20:01:31.738Z,"NoNose,NoBody2",8,467,11237,1331,11710,1354,12508
2023-12-11T20:01:31.837Z,"NoNose,NoBody2",8,428,11169,1297,11647,1382,12533
2023-12-11T20:01:31.949Z,"NoNose,NoBody2",8,431,11212,1299,11685,1376,12513
2023-12-11T20:01:32.215Z,"NoNose,NoBody2",8,456,11267,1304,11674,1361,12546
2023-12-11T20:01:32.225Z,"NoNose,NoBody2",8,450,11207,1310,11683,1373,12496
2023-12-11T20:01:32.255Z,"NoNose,NoBody2",8,465,11234,1309,11699,1369,12576
2023-12-11T20:01:32.345Z,"NoNose,NoBody2",8,443,11233,1312,11717,1371,12540
2023-12-11T20:01:32.450Z,"NoNose,NoBody2",8,442,11203,1319,11656,1377,12578
2023-12-11T20:01:32.554Z,"NoNose,NoBody2",8,265,10805,1311,11684,1361,12515
2023-12-11T20:01:32.657Z,"NoNose,NoBody2",8,459,11148,1328,11660,1368,12485
2023-12-11T20:01:32.745Z,"NoNose,NoBody2",8,454,11280,1322,11751,1383,12499
2023-12-11T20:01:32.852Z,"NoNose,NoBody2",8,427,11311,1297,11735,1384,12567
2023-12-11T20:01:32.951Z,"NoNose,NoBody2",8,457,11228,1314,11702,1382,12585
2023-12-11T20:01:33.152Z,"NoNose,NoBody2",8,459,11245,1309,11706,1379,12530
2023-12-11T20:01:33.154Z,"NoNose,NoBody2",8,428,11186,1299,11657,1383,12577
2023-12-11T20:01:33.243Z,"NoNose,NoBody2",8,432,11289,1322,11726,1379,12511
2023-12-11T20:01:33.361Z,"NoNose,NoBody2",8,454,11187,1301,11659,1363,12537
2023-12-11T20:01:33.454Z,"NoNose,NoBody2",8,438,11213,1298,11681,1372,12515
2023-12-11T20:01:33.557Z,"NoNose,NoBody2",8,468,11236,1320,11708,1374,12533
2023-12-11T20:01:33.658Z,"NoNose,NoBody2",8,453,11250,1320,11724,1376,12499
2023-12-11T20:01:33.742Z,"NoNose,NoBody2",8,420,10900,1285,11651,1377,12507
2023-12-11T20:01:33.848Z,"NoNose,NoBody2",8,483,11221,1319,11694,1365,12482
2023-12-11T20:01:33.952Z,"NoNose,NoBody2",8,308,11316,1318,11675,1385,12546
2023-12-11T20:01:34.155Z,"NoNose,NoBody2",8,527,11270,1331,11737,1369,12524
2023-12-11T20:01:34.160Z,"NoNose,NoBody2",8,455,11203,1302,11682,1371,12479
2023-12-11T20:01:34.239Z,"NoNose,NoBody2",8,441,11213,1305,11690,1368,12505
2023-12-11T20:01:34.362Z,"NoNose,NoBody2",8,478,11257,1344,11721,1379,2440
2023-12-11T20:01:34.447Z,"NoNose,NoBody2",8,459,11230,1305,11700,1369,2444
2023-12-11T20:01:34.544Z,"NoNose,NoBody2",8,464,11200,1318,11679,1371,2437
2023-12-11T20:01:34.655Z,"NoNose,NoBody2",8,449,11250,1323,11729,1371,2445
2023-12-11T20:01:34.738Z,"NoNose,NoBody2",8,445,11197,1314,11663,1373,2435
2023-12-11T20:01:34.850Z,"NoNose,NoBody2",8,465,11218,1315,11684,1357,2429
2023-12-11T20:01:34.983Z,"NoNose,NoBody2",8,431,11206,1297,11673,1369,2426
2023-12-11T20:01:35.203Z,"NoNose,NoBody2",8,463,11259,1300,11725,1383,2436
2023-12-11T20:01:35.204Z,"NoNose,NoBody2",8,429,11242,1281,11713,1364,2431
2023-12-11T20:01:35.240Z,"NoNose,NoBody2",8,473,11240,1302,11702,1382,2446
2023-12-11T20:01:35.337Z,"NoNose,NoBody2",8,462,11220,1302,11678,1371,2437
2023-12-11T20:01:35.449Z,"NoNose,NoBody2",8,469,11264,1316,11729,1391,2444
2023-12-11T20:01:35.559Z,"NoNose,NoBody2",8,492,11257,1300,11720,1370,2433
2023-12-11T20:01:35.649Z,"NoNose,NoBody2",8,141,10805,1317,11695,1383,2439
2023-12-11T20:01:35.749Z,"NoNose,NoBody2",8,446,11238,1340,11720,1391,2441
2023-12-11T20:01:35.849Z,"NoNose,NoBody2",8,451,11201,1311,11676,1377,2433
2023-12-11T20:01:35.956Z,"NoNose,NoBody2",8,425,11237,1311,11709,1385,2446
2023-12-11T20:01:36.150Z,"NoNose,NoBody2",8,451,11246,1285,11710,1386,2433
2023-12-11T20:01:36.152Z,"NoNose,NoBody2",8,464,11237,1313,11735,1385,2441
2023-12-11T20:01:36.246Z,"NoNose,NoBody2",8,437,11253,1287,11724,1362,2423
2023-12-11T20:01:36.352Z,"NoNose,NoBody2",8,476,11211,1293,11676,1380,2432
2023-12-11T20:01:36.447Z,"NoNose,NoBody2",8,311,10832,1296,11702,1370,2429
2023-12-11T20:01:36.539Z,"NoNose,NoBody2",8,409,11250,1299,11714,1369,2435
2023-12-11T20:01:36.655Z,"NoNose,NoBody2",8,435,11225,1300,11631,1363,2430
2023-12-11T20:01:36.747Z,"NoNose,NoBody2",8,449,11218,1301,11699,1382,2448
2023-12-11T20:01:37.053Z,"NoNose,NoBody2",8,330,10921,1306,11642,1367,2446
2023-12-11T20:01:37.055Z,"NoNose,NoBody2",8,411,11304,1324,11733,1373,2431
2023-12-11T20:01:37.059Z,"NoNose,NoBody2",8,386,11191,1292,11657,1387,2441
2023-12-11T20:01:37.290Z,"NoNose,NoBody2",8,508,11258,1309,11726,1367,2433
2023-12-11T20:01:37.292Z,"NoNose,NoBody2",8,312,11101,1305,11718,1382,2443
2023-12-11T20:01:37.353Z,"NoNose,NoBody2",8,477,11258,1329,11735,1370,2435
2023-12-11T20:01:37.446Z,"NoNose,NoBody2",8,270,11323,1294,11707,1369,2427
2023-12-11T20:01:37.557Z,"NoNose,NoBody2",8,483,11200,1295,11667,1349,2415
2023-12-11T20:01:37.646Z,"NoNose,NoBody2",8,461,11223,1290,11691,1358,2421
2023-12-11T20:01:37.740Z,"NoNose,NoBody2",8,475,11232,1315,11708,1353,2424
2023-12-11T20:01:37.842Z,"NoNose,NoBody2",8,450,11241,1294,11711,1357,2420
2023-12-11T20:01:37.960Z,"NoNose,NoBody2",8,330,11159,1332,11712,1373,2431
2023-12-11T20:01:38.163Z,"NoNose,NoBody2",8,371,11207,1292,11677,1371,2433
2023-12-11T20:01:38.165Z,"NoNose,NoBody2",8,420,11400,1304,11672,1381,2424
2023-12-11T20:01:38.240Z,"NoNose,NoBody2",8,425,11172,1310,11641,1363,2438
2023-12-11T20:01:38.341Z,"NoNose,NoBody2",8,462,11259,1317,11721,1381,2438
2023-12-11T20:01:38.449Z,"NoNose,NoBody2",8,422,11176,1312,11639,1366,2410
2023-12-11T20:01:38.540Z,"NoNose,NoBody2",8,457,11292,1329,11751,1369,2433
2023-12-11T20:01:38.647Z,"NoNose,NoBody2",8,414,11292,1278,11691,1376,2434
2023-12-11T20:01:38.736Z,"NoNose,NoBody2",8,447,11202,1287,11677,1373,2420
2023-12-11T20:01:38.842Z,"NoNose,NoBody2",8,435,11235,1310,11718,1337,2434
2023-12-11T20:01:38.959Z,"NoNose,NoBody2",8,452,11253,1302,11715,1368,2429
2023-12-11T20:01:39.168Z,"NoNose,NoBody2",8,418,11266,1302,11711,1365,2434
2023-12-11T20:01:39.169Z,"NoNose,NoBody2",8,440,11173,1307,11637,1335,2434
2023-12-11T20:01:39.245Z,"NoNose,NoBody2",8,428,11229,1284,11711,1345,2423
2023-12-11T20:01:39.344Z,"NoNose,NoBody2",8,438,11193,1274,11663,1371,2420
2023-12-11T20:01:39.456Z,"NoNose,NoBody2",8,459,11232,1301,11699,1351,2429
2023-12-11T20:01:39.537Z,"NoNose,NoBody2",8,448,10766,1309,11656,1363,3246
2023-12-11T20:01:39.648Z,"NoNose,NoBody2",8,451,11245,1317,11711,8098,12408
2023-12-11T20:01:39.746Z,"NoNose,NoBody2",8,472,11182,1310,11657,7901,12411
2023-12-11T20:01:39.844Z,"NoNose,NoBody2",8,445,11187,1294,11641,7735,12410
2023-12-11T20:01:39.944Z,"NoNose,NoBody2",8,442,11229,1324,11701,7686,12415
2023-12-11T20:01:40.142Z,"NoNose,NoBody2",8,396,11249,1318,11719,7643,12437
2023-12-11T20:01:40.146Z,"NoNose,NoBody2",8,483,11202,1325,11678,7675,12442
2023-12-11T20:01:40.245Z,"NoNose,NoBody2",8,440,11263,1301,11733,9011,12445
2023-12-11T20:01:40.339Z,"NoNose,NoBody2",8,437,11223,1321,11692,8901,12393
2023-12-11T20:01:40.441Z,"NoNose,NoBody2",8,421,11183,1290,11654,8922,12441
2023-12-11T20:01:40.548Z,"NoNose,NoBody2",8,353,11238,1257,11706,8901,12464
2023-12-11T20:01:40.662Z,"NoNose,NoBody2",8,400,11245,1327,11683,8876,12442
2023-12-11T20:01:40.742Z,"NoNose,NoBody2",8,426,11247,1326,11732,8873,12455
2023-12-11T20:01:40.838Z,"NoNose,NoBody2",8,354,11243,1300,11736,8850,12445
2023-12-11T20:01:40.938Z,"NoNose,NoBody2",8,458,11234,1294,11711,8813,12424
2023-12-11T20:01:41.137Z,"NoNose,NoBody2",8,444,11181,1316,11645,8851,12469
2023-12-11T20:01:41.141Z,"NoNose,NoBody2",8,450,11203,1320,11761,8823,12453
2023-12-11T20:01:41.237Z,"NoNose,NoBody2",8,480,11238,1305,11703,8778,12394
2023-12-11T20:01:41.342Z,"NoNose,NoBody2",8,448,11261,1293,11729,8816,12443
2023-12-11T20:01:41.463Z,"NoNose,NoBody2",8,455,11276,1308,11745,8823,12448
2023-12-11T20:01:41.556Z,"NoNose,NoBody2",8,437,11195,1315,11667,8759,12385
2023-12-11T20:01:41.639Z,"NoNose,NoBody2",8,522,11286,1336,11750,8814,12460
2023-12-11T20:01:41.752Z,"NoNose,NoBody2",8,458,11258,1318,11734,8805,12444
2023-12-11T20:01:41.844Z,"NoNose,NoBody2",8,443,11243,1289,11720,8797,12443
2023-12-11T20:01:41.953Z,"NoNose,NoBody2",8,430,11265,1308,11741,8817,12464
2023-12-11T20:01:42.155Z,"NoNose,NoBody2",8,448,11187,1305,11660,8773,12460
2023-12-11T20:01:42.157Z,"NoNose,NoBody2",8,452,11262,1337,11710,8781,12453
2023-12-11T20:01:42.241Z,"NoNose,NoBody2",8,461,11233,1307,11697,8789,12406
2023-12-11T20:01:42.345Z,"NoNose,NoBody2",8,450,11263,1309,11734,8792,12449
2023-12-11T20:01:42.438Z,"NoNose,NoBody2",8,449,11254,1292,11727,8770,12442
2023-12-11T20:01:42.556Z,"NoNose,NoBody2",8,437,11206,1332,11776,8740,12409
2023-12-11T20:01:42.643Z,"NoNose,NoBody2",8,439,11255,1323,11729,8781,12461
2023-12-11T20:01:42.739Z,"NoNose,NoBody2",8,430,11227,1305,11706,8721,12373
2023-12-11T20:01:42.853Z,"NoNose,NoBody2",8,423,11187,1292,11670,8674,12391
2023-12-11T20:01:42.941Z,"NoNose,NoBody2",8,435,11275,1316,11747,8760,12451
2023-12-11T20:01:43.149Z,"NoNose,NoBody2",8,462,11306,1302,11774,8720,12462
2023-12-11T20:01:43.159Z,"NoNose,NoBody2",8,467,11220,1290,11689,8706,12387
2023-12-11T20:01:43.244Z,"NoNose,NoBody2",8,404,11244,1289,11662,8746,12439
2023-12-11T20:01:43.345Z,"NoNose,NoBody2",8,469,11259,1294,11727,8733,12430
2023-12-11T20:01:43.448Z,"NoNose,NoBody2",8,437,11163,1306,11646,8723,12411
2023-12-11T20:01:43.545Z,"NoNose,NoBody2",8,474,11234,1300,11674,8710,12395
2023-12-11T20:01:43.645Z,"NoNose,NoBody2",8,505,11321,1317,11780,8746,12408
2023-12-11T20:01:43.743Z,"NoNose,NoBody2",8,427,11278,1315,11750,8698,12399
2023-12-11T20:01:43.841Z,"NoNose,NoBody2",8,467,11111,1316,11739,8712,12443
2023-12-11T20:01:43.947Z,"NoNose,NoBody2",8,441,11262,1329,11650,8758,12476
2023-12-11T20:01:44.200Z,"NoNose,NoBody2",8,445,11229,1321,11703,8707,12422
2023-12-11T20:01:44.202Z,"NoNose,NoBody2",8,439,11165,1295,11646,8676,12376
2023-12-11T20:01:44.244Z,"NoNose,NoBody2",8,461,11225,1315,11693,8673,12395
2023-12-11T20:01:44.343Z,"NoNose,NoBody2",8,413,11428,1308,11735,8715,12432
2023-12-11T20:01:44.452Z,"NoNose,NoBody2",8,423,11233,1288,11704,8705,12436
2023-12-11T20:01:44.538Z,"NoNose,NoBody2",8,419,11181,1341,11661,8666,12369
2023-12-11T20:01:44.645Z,"NoNose,NoBody2",8,293,11225,1317,11716,8705,12437
2023-12-11T20:01:44.744Z,"NoNose,NoBody2",8,440,11237,1333,11696,8698,12418
2023-12-11T20:01:44.840Z,"NoNose,NoBody2",8,457,11207,1313,11671,8727,12474
2023-12-11T20:01:44.949Z,"NoNose,NoBody2",8,441,11251,1291,11715,8660,12388
2023-12-11T20:01:45.171Z,"NoNose,NoBody2",8,446,11263,1322,11737,8707,12457
2023-12-11T20:01:45.172Z,"NoNose,NoBody2",8,456,11222,1321,11695,8670,12397
2023-12-11T20:01:45.250Z,"NoNose,NoBody2",8,451,11260,1347,11739,8699,12447
2023-12-11T20:01:45.341Z,"NoNose,NoBody2",8,418,11231,1309,11713,8696,12428
2023-12-11T20:01:45.455Z,"NoNose,NoBody2",8,437,11219,1323,11694,8535,12403
2023-12-11T20:01:45.539Z,"NoNose,NoBody2",8,429,11174,1285,11644,8307,12375
2023-12-11T20:01:45.652Z,"NoNose,NoBody2",8,458,11202,1334,11665,1369,2372
2023-12-11T20:01:45.748Z,"NoNose,NoBody2",8,446,11198,1282,11674,1379,2400
2023-12-11T20:01:45.844Z,"NoNose,NoBody2",8,412,11209,1277,11686,1358,2395
2023-12-11T20:01:45.952Z,"NoNose,NoBody2",8,465,11231,1304,11693,1380,2398
2023-12-11T20:01:46.159Z,"NoNose,NoBody2",8,459,11243,1286,11704,1381,2404
2023-12-11T20:01:46.161Z,"NoNose,NoBody2",8,421,11236,1336,11713,1370,2402
2023-12-11T20:01:46.244Z,"NoNose,NoBody2",8,438,11207,1293,11674,1366,2397
2023-12-11T20:01:46.347Z,"NoNose,NoBody2",8,459,11231,1306,11712,1378,2412
2023-12-11T20:01:46.445Z,"NoNose,NoBody2",8,447,11219,1293,11687,1363,2405
2023-12-11T20:01:46.541Z,"NoNose,NoBody2",8,395,11188,1287,11652,1386,2413
2023-12-11T20:01:46.645Z,"NoNose,NoBody2",8,459,11227,1319,11702,1358,2399
2023-12-11T20:01:46.753Z,"NoNose,NoBody2",8,435,11231,1308,11708,1389,2401
2023-12-11T20:01:47.034Z,"NoNose,NoBody2",8,462,11216,1319,11691,1369,2395
2023-12-11T20:01:47.036Z,"NoNose,NoBody2",8,450,11168,1317,11645,1379,2401
2023-12-11T20:01:47.040Z,"NoNose,NoBody2",8,481,11192,1310,11706,1368,2399
2023-12-11T20:01:47.228Z,"NoNose,NoBody2",8,443,11262,1296,11732,1379,2413
2023-12-11T20:01:47.252Z,"NoNose,NoBody2",8,480,11293,1336,11754,1387,2403
2023-12-11T20:01:47.379Z,"NoNose,NoBody2",8,472,11158,1275,11638,1366,2409
2023-12-11T20:01:47.466Z,"NoNose,NoBody2",8,518,11199,1327,11668,1379,2402
2023-12-11T20:01:47.551Z,"NoNose,NoBody2",8,435,11246,1305,11727,1317,2395
2023-12-11T20:01:47.665Z,"NoNose,NoBody2",8,434,11192,1334,11665,1347,2385
2023-12-11T20:01:47.753Z,"NoNose,NoBody2",8,396,11205,1284,11671,1364,2394
2023-12-11T20:01:47.848Z,"NoNose,NoBody2",8,458,11267,1304,11696,1374,2404
2023-12-11T20:01:47.940Z,"NoNose,NoBody2",8,456,11228,1289,11655,1370,2406
2023-12-11T20:01:48.252Z,"NoNose,NoBody2",8,447,11196,1308,11673,1365,2398
2023-12-11T20:01:48.254Z,"NoNose,NoBody2",8,440,11170,1299,11635,1366,2409
2023-12-11T20:01:48.256Z,"NoNose,NoBody2",8,444,11267,1313,11740,1373,2409
2023-12-11T20:01:48.352Z,"NoNose,NoBody2",8,440,11253,1317,11734,1339,2418
2023-12-11T20:01:48.439Z,"NoNose,NoBody2",8,365,10899,1314,11719,1384,2405
2023-12-11T20:01:48.548Z,"NoNose,NoBody2",8,437,11200,1312,11672,1326,2402
2023-12-11T20:01:48.649Z,"NoNose,NoBody2",8,493,11279,1308,11758,1367,2415
2023-12-11T20:01:48.747Z,"NoNose,NoBody2",8,516,11216,1310,11645,1374,2402
2023-12-11T20:01:48.848Z,"NoNose,NoBody2",8,439,11209,1310,11673,1357,2400
2023-12-11T20:01:48.942Z,"NoNose,NoBody2",8,454,11223,1295,11692,1373,2413
2023-12-11T20:01:49.149Z,"NoNose,NoBody2",8,462,11239,1314,11718,1377,2413
2023-12-11T20:01:49.150Z,"NoNose,NoBody2",8,440,11210,1300,11681,1354,2395
2023-12-11T20:01:49.245Z,"NoNose,NoBody2",8,250,10882,1305,11694,1365,2406
2023-12-11T20:01:49.344Z,"NoNose,NoBody2",8,449,11247,1321,11706,1369,2395
2023-12-11T20:01:49.445Z,"NoNose,NoBody2",8,462,11253,1292,11719,1356,2395
2023-12-11T20:01:49.547Z,"NoNose,NoBody2",8,445,11207,1290,11676,1371,2394
2023-12-11T20:01:49.652Z,"NoNose,NoBody2",8,467,11256,1318,11725,1377,2400
2023-12-11T20:01:49.744Z,"NoNose,NoBody2",8,455,11181,1303,11654,1369,2403
2023-12-11T20:01:49.837Z,"NoNose,NoBody2",8,366,11395,1287,11681,1368,2412
2023-12-11T20:01:49.942Z,"NoNose,NoBody2",8,461,11248,1307,11718,1362,2431
2023-12-11T20:01:50.172Z,"NoNose,NoBody2",8,431,11171,1282,11649,1357,2399
2023-12-11T20:01:50.174Z,"NoNose,NoBody2",8,452,11191,1343,11655,1351,2389
2023-12-11T20:01:50.238Z,"NoNose,NoBody2",8,453,11238,1297,11720,1357,2406
