_time,Description,CycleState,I_R01_Gripper_Load,I_R01_Gripper_Pot,I_R02_Gripper_Load,I_R02_Gripper_Pot,I_R03_Gripper_Load,I_R03_Gripper_Pot
2023-12-11T20:01:04.947Z,"NoNose,NoBody2",8,456,11248,1322,11619,6465,12410
2023-12-11T20:01:05.174Z,"NoNose,NoBody2",8,452,11263,1327,11699,6485,12465
2023-12-11T20:01:05.176Z,"NoNose,NoBody2",8,440,11213,1291,11650,6439,12441
2023-12-11T20:01:05.256Z,"NoNose,NoBody2",8,452,11223,1312,11698,6454,12477
2023-12-11T20:01:05.347Z,"NoNose,NoBody2",8,467,11219,1313,11657,6453,12427
2023-12-11T20:01:05.454Z,"NoNose,NoBody2",8,464,11248,1320,11683,6454,12457
2023-12-11T20:01:05.545Z,"NoNose,NoBody2",8,498,11197,1319,11708,6423,12501
2023-12-11T20:01:05.641Z,"NoNose,NoBody2",8,468,11274,1344,11628,6451,12425
2023-12-11T20:01:05.747Z,"NoNose,NoBody2",8,447,11212,1309,11734,6441,12382
2023-12-11T20:01:05.864Z,"NoNose,NoBody2",8,442,11192,1321,11660,6411,12403
2023-12-11T20:01:05.948Z,"NoNose,NoBody2",8,439,11232,1315,11703,6430,12437
2023-12-11T20:01:06.145Z,"NoNose,NoBody2",8,455,11209,1332,11704,6419,12437
2023-12-11T20:01:06.147Z,"NoNose,NoBody2",8,433,11217,1326,11702,6446,12469
2023-12-11T20:01:06.250Z,"NoNose,NoBody2",8,429,11154,1316,11713,6413,12390
2023-12-11T20:01:06.344Z,"NoNose,NoBody2",8,495,11270,1329,11648,6411,12426
2023-12-11T20:01:06.462Z,"NoNose,NoBody2",8,459,11231,1315,11659,6460,12438
2023-12-11T20:01:06.546Z,"NoNose,NoBody2",8,386,11151,1310,11675,6428,12474
2023-12-11T20:01:06.636Z,"NoNose,NoBody2",8,444,11271,1325,11687,6400,12407
2023-12-11T20:01:06.755Z,"NoNose,NoBody2",8,455,11258,1301,11641,6398,12426
2023-12-11T20:01:07.070Z,"NoNose,NoBody2",8,441,11215,1310,11677,6424,12474
2023-12-11T20:01:07.072Z,"NoNose,NoBody2",8,454,11226,1327,11627,6417,12427
2023-12-11T20:01:07.074Z,"NoNose,NoBody2",8,458,11202,1317,11678,6432,12448
2023-12-11T20:01:07.288Z,"NoNose,NoBody2",8,499,11491,1334,11653,6418,12431
2023-12-11T20:01:07.290Z,"NoNose,NoBody2",8,462,11288,1326,11669,6430,12436
2023-12-11T20:01:07.346Z,"NoNose,NoBody2",8,440,11196,1308,11647,6421,12472
2023-12-11T20:01:07.444Z,"NoNose,NoBody2",8,474,11210,1320,11708,6406,12425
2023-12-11T20:01:07.543Z,"NoNose,NoBody2",8,466,11284,1315,11658,6433,12451
2023-12-11T20:01:07.649Z,"NoNose,NoBody2",8,442,11226,1310,11689,6430,12480
2023-12-11T20:01:07.746Z,"NoNose,NoBody2",8,387,10748,1295,11700,6423,12417
2023-12-11T20:01:07.848Z,"NoNose,NoBody2",8,410,11254,1325,11611,6399,12453
2023-12-11T20:01:07.945Z,"NoNose,NoBody2",8,484,11210,1292,11699,6457,12417
2023-12-11T20:01:08.169Z,"NoNose,NoBody2",8,470,11248,1316,11708,6405,12471
2023-12-11T20:01:08.171Z,"NoNose,NoBody2",8,418,11187,1297,11715,6388,12476
2023-12-11T20:01:08.236Z,"NoNose,NoBody2",8,455,11193,1327,11637,6450,12417
2023-12-11T20:01:08.357Z,"NoNose,NoBody2",8,462,11263,1326,11661,6433,12439
2023-12-11T20:01:08.441Z,"NoNose,NoBody2",8,453,11264,1320,7633,6425,12415
2023-12-11T20:01:08.548Z,"NoNose,NoBody2",8,347,10987,1319,2065,6410,12431
2023-12-11T20:01:08.641Z,"NoNose,NoBody2",8,428,11169,1299,2060,6438,12480
2023-12-11T20:01:08.744Z,"NoNose,NoBody2",8,353,11480,1296,2056,6417,12427
2023-12-11T20:01:08.844Z,"NoNose,NoBody2",8,438,11191,1302,2052,6393,12473
2023-12-11T20:01:08.950Z,"NoNose,NoBody2",8,133,11151,1329,2056,6419,12391
2023-12-11T20:01:09.182Z,"NoNose,NoBody2",8,569,11271,1317,2050,6397,12412
2023-12-11T20:01:09.183Z,"NoNose,NoBody2",8,469,11186,1316,2047,6377,12391
2023-12-11T20:01:09.235Z,"NoNose,NoBody2",8,474,11274,1298,2055,6413,12448
2023-12-11T20:01:09.346Z,"NoNose,NoBody2",8,430,11179,1298,2063,6415,12474
2023-12-11T20:01:09.441Z,"NoNose,NoBody2",8,487,11237,1320,2046,6389,12409
2023-12-11T20:01:09.533Z,"NoNose,NoBody2",8,307,11306,1320,2047,6377,12449
2023-12-11T20:01:09.645Z,"NoNose,NoBody2",8,440,11219,1319,2045,6406,12423
2023-12-11T20:01:09.746Z,"NoNose,NoBody2",8,441,11228,1315,2046,6411,12400
2023-12-11T20:01:09.863Z,"NoNose,NoBody2",8,419,11167,1289,2040,7266,12401
2023-12-11T20:01:09.961Z,"NoNose,NoBody2",8,457,11201,1337,2041,7154,10745
2023-12-11T20:01:10.166Z,"NoNose,NoBody2",8,469,11248,1303,2058,1391,2399
2023-12-11T20:01:10.168Z,"NoNose,NoBody2",8,429,11249,1356,2057,1370,2409
2023-12-11T20:01:10.242Z,"NoNose,NoBody2",8,437,11246,1312,2057,1367,2403
2023-12-11T20:01:10.345Z,"NoNose,NoBody2",8,441,11227,1306,2053,1392,2412
2023-12-11T20:01:10.443Z,"NoNose,NoBody2",8,452,11191,1329,2062,1398,2406
2023-12-11T20:01:10.556Z,"NoNose,NoBody2",8,426,11261,1301,2064,1402,2404
2023-12-11T20:01:10.642Z,"NoNose,NoBody2",8,427,11278,1312,2046,1405,2403
2023-12-11T20:01:10.739Z,"NoNose,NoBody2",8,430,11264,1311,2052,1404,2402
2023-12-11T20:01:10.861Z,"NoNose,NoBody2",8,224,10718,1316,2051,1387,2402
2023-12-11T20:01:10.944Z,"NoNose,NoBody2",8,462,11281,1323,2046,1403,2403
2023-12-11T20:01:11.162Z,"NoNose,NoBody2",8,429,11223,1294,2063,1404,2420
2023-12-11T20:01:11.164Z,"NoNose,NoBody2",8,471,11305,1317,2061,1407,2406
2023-12-11T20:01:11.246Z,"NoNose,NoBody2",8,431,11233,1295,2065,1383,2393
2023-12-11T20:01:11.343Z,"NoNose,NoBody2",8,433,11184,1307,2065,1393,2399
2023-12-11T20:01:11.460Z,"NoNose,NoBody2",8,480,11234,1301,2056,1381,2398
2023-12-11T20:01:11.560Z,"NoNose,NoBody2",8,466,11269,1343,2062,1397,2397
2023-12-11T20:01:11.654Z,"NoNose,NoBody2",8,433,11226,1337,2067,1384,2414
2023-12-11T20:01:11.741Z,"NoNose,NoBody2",8,424,11199,1298,2062,1386,2423
2023-12-11T20:01:11.841Z,"NoNose,NoBody2",8,443,11251,1313,2064,1390,2414
2023-12-11T20:01:11.940Z,"NoNose,NoBody2",8,494,11184,1338,2049,1401,2396
2023-12-11T20:01:12.127Z,"NoNose,NoBody2",8,453,11213,1310,2052,1402,2407
2023-12-11T20:01:12.156Z,"NoNose,NoBody2",8,455,11347,1308,2067,1391,2413
2023-12-11T20:01:12.243Z,"NoNose,NoBody2",8,353,11349,1321,2054,1394,2399
2023-12-11T20:01:12.352Z,"NoNose,NoBody2",8,483,11261,1315,2059,1400,2407
2023-12-11T20:01:12.449Z,"NoNose,NoBody2",8,529,11126,1342,2061,1389,2424
2023-12-11T20:01:12.557Z,"NoNose,NoBody2",8,434,11169,1309,2053,1385,2405
2023-12-11T20:01:12.646Z,"NoNose,NoBody2",8,460,11260,1321,2057,1378,2412
2023-12-11T20:01:12.740Z,"NoNose,NoBody2",8,438,11243,1311,2059,1388,2410
2023-12-11T20:01:12.844Z,"NoNose,NoBody2",8,457,11247,1312,2063,1402,2410
2023-12-11T20:01:12.941Z,"NoNose,NoBody2",8,445,11207,1312,2053,1393,2413
2023-12-11T20:01:13.139Z,"NoNose,NoBody2",8,452,11182,1297,2053,1377,2428
2023-12-11T20:01:13.168Z,"NoNose,NoBody2",8,413,11172,1305,2051,1384,2441
2023-12-11T20:01:13.244Z,"NoNose,NoBody2",8,328,11225,1315,2054,1389,2436
2023-12-11T20:01:13.338Z,"NoNose,NoBody2",8,450,11198,1302,2051,1383,2439
2023-12-11T20:01:13.448Z,"NoNose,NoBody2",8,383,11299,1299,2051,1372,2440
2023-12-11T20:01:13.545Z,"NoNose,NoBody2",8,419,11165,1309,2061,1377,2427
2023-12-11T20:01:13.636Z,"NoNose,NoBody2",8,455,11229,1315,2050,1393,2425
2023-12-11T20:01:13.745Z,"NoNose,NoBody2",8,490,11288,1331,2057,1391,2443
2023-12-11T20:01:13.842Z,"NoNose,NoBody2",8,451,11180,1316,2055,1379,2429
2023-12-11T20:01:13.947Z,"NoNose,NoBody2",8,437,11249,1300,2052,1390,2429
2023-12-11T20:01:14.146Z,"NoNose,NoBody2",8,472,11264,1301,2049,1385,2438
2023-12-11T20:01:14.149Z,"NoNose,NoBody2",8,457,11245,1325,2046,1398,2425
2023-12-11T20:01:14.253Z,"NoNose,NoBody2",8,420,11198,1313,2064,1368,2450
2023-12-11T20:01:14.341Z,"NoNose,NoBody2",8,98,10750,1325,2063,1380,2430
2023-12-11T20:01:14.459Z,"NoNose,NoBody2",8,474,11235,1317,2063,1395,2417
2023-12-11T20:01:14.557Z,"NoNose,NoBody2",8,506,11307,1310,2061,1371,2431
2023-12-11T20:01:14.665Z,"NoNose,NoBody2",8,431,11259,1332,2058,1371,2436
2023-12-11T20:01:14.749Z,"NoNose,NoBody2",8,484,11261,1323,2057,1372,2427
2023-12-11T20:01:14.844Z,"NoNose,NoBody2",8,435,11174,1316,2051,1388,2429
2023-12-11T20:01:14.941Z,"NoNose,NoBody2",8,479,11431,1303,2068,1374,2422
2023-12-11T20:01:15.140Z,"NoNose,NoBody2",8,411,11217,1319,2063,1366,2422
2023-12-11T20:01:15.144Z,"NoNose,NoBody2",8,420,11171,1298,2055,1397,2423
2023-12-11T20:01:15.235Z,"NoNose,NoBody2",8,442,11227,1317,2046,1373,12567
2023-12-11T20:01:15.349Z,"NoNose,NoBody2",8,430,11201,1313,2055,5722,12521
2023-12-11T20:01:15.441Z,"NoNose,NoBody2",8,474,11244,1326,2055,9048,12537
2023-12-11T20:01:15.554Z,"NoNose,NoBody2",8,459,11244,1317,2061,8897,12509
2023-12-11T20:01:15.649Z,"NoNose,NoBody2",8,447,11247,1339,2050,8854,12503
2023-12-11T20:01:15.749Z,"NoNose,NoBody2",8,450,11197,1309,10364,8844,12584
2023-12-11T20:01:15.846Z,"NoNose,NoBody2",8,432,11245,1296,11638,7239,12549
2023-12-11T20:01:15.945Z,"NoNose,NoBody2",8,456,11265,1297,11613,7235,12523
2023-12-11T20:01:16.150Z,"NoNose,NoBody2",8,462,11427,1310,11600,7192,12545
2023-12-11T20:01:16.162Z,"NoNose,NoBody2",8,328,11325,1310,11625,7152,12572
2023-12-11T20:01:16.248Z,"NoNose,NoBody2",8,451,11226,1325,11606,7145,12539
2023-12-11T20:01:16.346Z,"NoNose,NoBody2",8,377,11162,1311,11670,7120,12580
2023-12-11T20:01:16.439Z,"NoNose,NoBody2",8,526,11202,1321,11618,7128,12531
2023-12-11T20:01:16.556Z,"NoNose,NoBody2",8,457,11247,1317,11660,7125,12580
2023-12-11T20:01:16.638Z,"NoNose,NoBody2",8,489,11261,1341,11687,7122,12477
2023-12-11T20:01:16.747Z,"NoNose,NoBody2",8,471,11270,1318,11640,7127,12548
2023-12-11T20:01:17.022Z,"NoNose,NoBody2",8,461,11261,1330,11677,7125,12584
2023-12-11T20:01:17.024Z,"NoNose,NoBody2",8,461,11277,1340,11663,7104,12511
2023-12-11T20:01:17.210Z,"NoNose,NoBody2",8,444,11180,1327,11619,7136,12547
2023-12-11T20:01:17.211Z,"NoNose,NoBody2",8,443,11210,1330,11663,7119,12565
2023-12-11T20:01:17.249Z,"NoNose,NoBody2",8,426,11223,1314,11685,7083,12490
2023-12-11T20:01:17.345Z,"NoNose,NoBody2",8,498,11291,1324,11579,7081,12559
2023-12-11T20:01:17.458Z,"NoNose,NoBody2",8,461,11199,1329,11614,7024,12520
2023-12-11T20:01:17.544Z,"NoNose,NoBody2",8,462,11227,1320,11659,7093,12563
2023-12-11T20:01:17.641Z,"NoNose,NoBody2",8,453,11209,1324,11617,7073,12529
2023-12-11T20:01:17.740Z,"NoNose,NoBody2",8,500,11254,1341,11650,7074,12560
2023-12-11T20:01:17.842Z,"NoNose,NoBody2",8,450,11220,1314,11665,7077,12572
2023-12-11T20:01:17.940Z,"NoNose,NoBody2",8,464,11243,1311,11718,7064,12491
2023-12-11T20:01:18.138Z,"NoNose,NoBody2",8,420,11174,1330,11667,7019,12577
2023-12-11T20:01:18.143Z,"NoNose,NoBody2",8,447,11196,1290,11647,7001,12484
2023-12-11T20:01:18.251Z,"NoNose,NoBody2",8,280,10950,1321,11655,7029,12500
2023-12-11T20:01:18.335Z,"NoNose,NoBody2",8,453,11256,1318,11654,7042,12557
2023-12-11T20:01:18.443Z,"NoNose,NoBody2",8,459,11231,1328,11638,7063,12537
2023-12-11T20:01:18.551Z,"NoNose,NoBody2",8,467,11191,1318,11663,7057,12545
2023-12-11T20:01:18.656Z,"NoNose,NoBody2",8,462,11226,1326,11683,7046,12537
2023-12-11T20:01:18.754Z,"NoNose,NoBody2",8,480,11285,1323,11613,7018,12504
2023-12-11T20:01:18.850Z,"NoNose,NoBody2",8,446,11188,1334,11586,7016,12508
2023-12-11T20:01:18.957Z,"NoNose,NoBody2",8,385,11208,1307,11639,7012,12488
2023-12-11T20:01:19.202Z,"NoNose,NoBody2",8,437,11197,1290,11651,6984,12502
2023-12-11T20:01:19.204Z,"NoNose,NoBody2",8,435,11233,1305,11691,7010,12579
2023-12-11T20:01:19.243Z,"NoNose,NoBody2",8,422,11223,1299,11621,7003,12543
2023-12-11T20:01:19.362Z,"NoNose,NoBody2",8,473,11240,1323,11655,7016,12544
2023-12-11T20:01:19.443Z,"NoNose,NoBody2",8,439,11216,1328,11670,6991,12577
2023-12-11T20:01:19.548Z,"NoNose,NoBody2",8,445,11244,1314,11625,6997,12573
2023-12-11T20:01:19.642Z,"NoNose,NoBody2",8,432,11247,1305,11662,6985,12492
2023-12-11T20:01:19.742Z,"NoNose,NoBody2",8,326,11025,1299,11631,6975,12513
2023-12-11T20:01:19.856Z,"NoNose,NoBody2",8,455,11144,1320,11694,6962,12566
2023-12-11T20:01:19.947Z,"NoNose,NoBody2",8,375,11550,1316,11731,7005,12482
2023-12-11T20:01:20.207Z,"NoNose,NoBody2",8,450,11326,1303,11682,6996,12515
2023-12-11T20:01:20.209Z,"NoNose,NoBody2",8,461,11231,1320,11656,7007,12577
2023-12-11T20:01:20.236Z,"NoNose,NoBody2",8,410,11171,1288,11676,7012,12542
2023-12-11T20:01:20.344Z,"NoNose,NoBody2",8,411,11193,1281,11684,7023,12491
2023-12-11T20:01:20.443Z,"NoNose,NoBody2",8,447,11184,1319,11646,6989,12532
2023-12-11T20:01:20.547Z,"NoNose,NoBody2",8,439,11196,1302,11639,6948,12506
2023-12-11T20:01:20.641Z,"NoNose,NoBody2",8,456,11209,1325,11666,6976,12568
2023-12-11T20:01:20.750Z,"NoNose,NoBody2",8,473,11538,1304,11647,6957,12501
2023-12-11T20:01:20.843Z,"NoNose,NoBody2",8,449,11229,1335,11670,6964,12539
2023-12-11T20:01:20.943Z,"NoNose,NoBody2",8,467,11255,1307,11632,6974,12554
2023-12-11T20:01:21.183Z,"NoNose,NoBody2",8,440,11253,1326,11643,6995,12515
2023-12-11T20:01:21.185Z,"NoNose,NoBody2",8,454,11199,1309,11693,6971,12575
2023-12-11T20:01:21.249Z,"NoNose,NoBody2",8,359,11244,1324,11700,6966,12514
2023-12-11T20:01:21.345Z,"NoNose,NoBody2",8,463,11182,1304,11669,7018,12500
2023-12-11T20:01:21.443Z,"NoNose,NoBody2",8,455,11245,1299,11636,6954,12531
2023-12-11T20:01:21.538Z,"NoNose,NoBody2",8,499,11303,1311,11692,6990,12548
2023-12-11T20:01:21.635Z,"NoNose,NoBody2",8,482,11269,1314,11636,6971,12514
2023-12-11T20:01:21.747Z,"NoNose,NoBody2",8,433,11180,1299,11721,6981,12541
2023-12-11T20:01:21.844Z,"NoNose,NoBody2",8,429,11176,1299,11695,6968,12532
2023-12-11T20:01:21.943Z,"NoNose,NoBody2",8,454,11221,1305,11667,6951,12549
2023-12-11T20:01:22.153Z,"NoNose,NoBody2",8,466,11283,1303,11700,6978,12518
2023-12-11T20:01:22.154Z,"NoNose,NoBody2",8,445,11256,1324,11700,6938,12493
2023-12-11T20:01:22.247Z,"NoNose,NoBody2",8,475,11229,1299,11699,6927,12579
2023-12-11T20:01:22.343Z,"NoNose,NoBody2",8,457,11228,1303,11635,6945,12509
2023-12-11T20:01:22.460Z,"NoNose,NoBody2",8,463,11226,1313,11718,6971,12516
2023-12-11T20:01:22.558Z,"NoNose,NoBody2",8,449,11230,1305,11695,6926,12557
2023-12-11T20:01:22.650Z,"NoNose,NoBody2",8,538,11265,1319,11649,6952,12589
2023-12-11T20:01:22.742Z,"NoNose,NoBody2",8,371,11266,1319,11692,7218,12570
2023-12-11T20:01:22.842Z,"NoNose,NoBody2",8,488,11279,1337,11701,7457,12584
2023-12-11T20:01:22.962Z,"NoNose,NoBody2",8,446,11151,1319,11619,7481,2393
2023-12-11T20:01:23.197Z,"NoNose,NoBody2",8,543,11274,1311,11729,1381,2405
2023-12-11T20:01:23.199Z,"NoNose,NoBody2",8,446,11212,1318,11709,1400,2411
2023-12-11T20:01:23.249Z,"NoNose,NoBody2",8,459,11191,1329,11699,1391,2411
2023-12-11T20:01:23.352Z,"NoNose,NoBody2",8,464,11216,1310,11645,1389,2402
2023-12-11T20:01:23.436Z,"NoNose,NoBody2",8,434,11198,1277,11628,1397,2398
2023-12-11T20:01:23.556Z,"NoNose,NoBody2",8,461,11279,1320,11635,1384,2401
2023-12-11T20:01:23.655Z,"NoNose,NoBody2",8,457,11227,1309,11694,1387,2415
2023-12-11T20:01:23.743Z,"NoNose,NoBody2",8,449,11271,1295,11635,1404,2399
2023-12-11T20:01:23.851Z,"NoNose,NoBody2",8,431,11242,1335,11712,1398,2404
2023-12-11T20:01:23.953Z,"NoNose,NoBody2",8,422,11277,1345,11746,1404,2405
2023-12-11T20:01:24.158Z,"NoNose,NoBody2",8,467,10932,1292,11670,1386,2402
2023-12-11T20:01:24.160Z,"NoNose,NoBody2",8,456,11254,1303,11676,1404,2417
2023-12-11T20:01:24.243Z,"NoNose,NoBody2",8,476,11242,1316,11666,1399,2405
2023-12-11T20:01:24.339Z,"NoNose,NoBody2",8,451,11193,1303,11641,1398,2402
2023-12-11T20:01:24.444Z,"NoNose,NoBody2",8,445,11211,1303,11709,1392,2414
2023-12-11T20:01:24.555Z,"NoNose,NoBody2",8,527,11192,1291,11700,1383,2412
2023-12-11T20:01:24.639Z,"NoNose,NoBody2",8,467,11239,1312,11700,1390,2404
2023-12-11T20:01:24.741Z,"NoNose,NoBody2",8,495,11295,1299,11686,1393,2405
2023-12-11T20:01:24.834Z,"NoNose,NoBody2",8,458,11259,1321,11721,1378,2401
2023-12-11T20:01:24.950Z,"NoNose,NoBody2",8,447,11245,1298,11643,1409,2405
2023-12-11T20:01:25.162Z,"NoNose,NoBody2",8,469,11252,1293,11653,1395,2397
2023-12-11T20:01:25.169Z,"NoNose,NoBody2",8,466,11275,1318,11714,1402,2394
2023-12-11T20:01:25.243Z,"NoNose,NoBody2",8,429,11199,1322,11724,1379,2414
2023-12-11T20:01:25.349Z,"NoNose,NoBody2",8,492,11257,1332,11733,1397,2395
2023-12-11T20:01:25.457Z,"NoNose,NoBody2",8,474,11216,1293,11693,1398,2398
2023-12-11T20:01:25.550Z,"NoNose,NoBody2",8,449,11207,1314,11646,1386,2402
2023-12-11T20:01:25.645Z,"NoNose,NoBody2",8,442,11237,1282,11648,1394,2405
2023-12-11T20:01:25.742Z,"NoNose,NoBody2",8,475,11175,1311,11707,1393,2399
2023-12-11T20:01:25.854Z,"NoNose,NoBody2",8,449,11269,1323,11679,1375,2400
2023-12-11T20:01:25.964Z,"NoNose,NoBody2",8,446,11235,1327,11743,1383,2415
2023-12-11T20:01:26.164Z,"NoNose,NoBody2",8,448,11216,1305,11703,1397,2409
2023-12-11T20:01:26.166Z,"NoNose,NoBody2",8,451,11267,1327,11662,1394,2405
2023-12-11T20:01:26.246Z,"NoNose,NoBody2",8,441,11223,1312,11637,1395,2410
2023-12-11T20:01:26.340Z,"NoNose,NoBody2",8,263,10769,1320,11703,1365,2423
2023-12-11T20:01:26.452Z,"NoNose,NoBody2",8,433,11171,1304,11680,1381,2416
2023-12-11T20:01:26.548Z,"NoNose,NoBody2",8,465,11265,1295,11695,1386,2420
2023-12-11T20:01:26.644Z,"NoNose,NoBody2",8,517,11240,1311,11712,1370,2401
2023-12-11T20:01:26.749Z,"NoNose,NoBody2",8,425,11170,1301,11667,1382,2413
2023-12-11T20:01:27.081Z,"NoNose,NoBody2",8,460,11266,1322,11717,1391,2409
2023-12-11T20:01:27.083Z,"NoNose,NoBody2",8,515,11237,1343,11636,1385,2423
2023-12-11T20:01:27.084Z,"NoNose,NoBody2",8,446,11285,1310,11648,1373,2416
2023-12-11T20:01:27.302Z,"NoNose,NoBody2",8,431,11198,1300,11680,1382,2415
2023-12-11T20:01:27.304Z,"NoNose,NoBody2",8,462,11204,1320,11677,1370,2406
2023-12-11T20:01:27.351Z,"NoNose,NoBody2",8,322,11411,1298,11658,1402,2400
2023-12-11T20:01:27.454Z,"NoNose,NoBody2",8,504,11226,1296,11682,1384,2402
2023-12-11T20:01:27.558Z,"NoNose,NoBody2",8,431,11237,1307,11708,1367,2403
