_time,Description,CycleState,I_R01_Gripper_Load,I_R01_Gripper_Pot,I_R02_Gripper_Load,I_R02_Gripper_Pot,I_R03_Gripper_Load,I_R03_Gripper_Pot
2023-12-11T20:01:27.656Z,"NoNose,NoBody2",8,442,11246,1315,11681,1386,2414
2023-12-11T20:01:27.744Z,"NoNose,NoBody2",8,442,11242,1300,11616,1369,2416
2023-12-11T20:01:27.846Z,"NoNose,NoBody2",8,449,11186,1306,11726,1378,2400
2023-12-11T20:01:27.940Z,"NoNose,NoBody2",8,421,11163,1301,11669,1377,2414
2023-12-11T20:01:28.140Z,"NoNose,NoBody2",8,474,11236,1316,11606,1396,2405
2023-12-11T20:01:28.144Z,"NoNose,NoBody2",8,445,11223,1311,11716,1373,2413
2023-12-11T20:01:28.243Z,"NoNose,NoBody2",8,460,11189,1319,11641,1385,2420
2023-12-11T20:01:28.343Z,"NoNose,NoBody2",8,406,11168,1333,11751,1376,12546
2023-12-11T20:01:28.447Z,"NoNose,NoBody2",8,457,11211,1324,11711,1372,12494
2023-12-11T20:01:28.542Z,"NoNose,NoBody2",8,453,11239,1315,11694,1380,12555
2023-12-11T20:01:28.655Z,"NoNose,NoBody2",8,422,11182,1305,11639,1390,12520
2023-12-11T20:01:28.747Z,"NoNose,NoBody2",8,395,11180,1316,11658,1383,12538
2023-12-11T20:01:28.848Z,"NoNose,NoBody2",8,459,11397,1310,11706,1394,12520
2023-12-11T20:01:28.955Z,"NoNose,NoBody2",8,448,11222,1281,11655,1386,12502
2023-12-11T20:01:29.184Z,"NoNose,NoBody2",8,461,11263,1305,11704,1376,12483
2023-12-11T20:01:29.186Z,"NoNose,NoBody2",8,474,11191,1336,11705,1369,12501
2023-12-11T20:01:29.251Z,"NoNose,NoBody2",8,470,11271,1345,11710,1394,12521
2023-12-11T20:01:29.349Z,"NoNose,NoBody2",8,428,11196,1292,11648,1385,12528
2023-12-11T20:01:29.449Z,"NoNose,NoBody2",8,443,11175,1306,11648,1379,12527
2023-12-11T20:01:29.550Z,"NoNose,NoBody2",8,466,11269,1309,11665,1369,12543
2023-12-11T20:01:29.648Z,"NoNose,NoBody2",8,466,11239,1326,11689,1385,12564
2023-12-11T20:01:29.745Z,"NoNose,NoBody2",8,430,11178,1311,11702,1369,12541
2023-12-11T20:01:29.854Z,"NoNose,NoBody2",8,435,11172,1327,11696,1364,12570
2023-12-11T20:01:29.961Z,"NoNose,NoBody2",8,429,11246,1302,11656,1384,12539
2023-12-11T20:01:30.187Z,"NoNose,NoBody2",8,425,11187,1290,11714,1381,12513
2023-12-11T20:01:30.189Z,"NoNose,NoBody2",8,441,11235,1329,11657,1377,12531
2023-12-11T20:01:30.243Z,"NoNose,NoBody2",8,452,11261,1320,11635,1382,12561
2023-12-11T20:01:30.345Z,"NoNose,NoBody2",8,403,11243,1287,11677,1377,12549
2023-12-11T20:01:30.447Z,"NoNose,NoBody2",8,477,11242,1323,11704,1371,12530
2023-12-11T20:01:30.549Z,"NoNose,NoBody2",8,504,11246,1319,11705,1384,12568
2023-12-11T20:01:30.660Z,"NoNose,NoBody2",8,453,11205,1299,11731,1374,12497
2023-12-11T20:01:30.745Z,"NoNose,NoBody2",8,453,11235,1293,11701,1377,12516
2023-12-11T20:01:30.862Z,"NoNose,NoBody2",8,456,11194,1317,11732,1369,12484
2023-12-11T20:01:30.940Z,"NoNose,NoBody2",8,478,11235,1321,11606,1383,12500
2023-12-11T20:01:31.136Z,"NoNose,NoBody2",8,325,11093,1321,11717,1369,12484
2023-12-11T20:01:31.140Z,"NoNose,NoBody2",8,453,11210,1303,11670,1381,12555
2023-12-11T20:01:31.246Z,"NoNose,NoBody2",8,483,11287,1324,11656,1380,12530
2023-12-11T20:01:31.356Z,"NoNose,NoBody2",8,405,11161,1275,11619,1364,12559
2023-12-11T20:01:31.447Z,"NoNose,NoBody2",8,477,11284,1321,11625,1385,12526
2023-12-11T20:01:31.548Z,"NoNose,NoBody2",8,454,11214,1321,11676,1380,12548
2023-12-11T20:01:31.651Z,"NoNose,NoBody2",8,464,11224,1313,11704,1384,12577
2023-12-11T20:01:31.738Z,"NoNose,NoBody2",8,467,11237,1331,11727,1354,12483
2023-12-11T20:01:31.837Z,"NoNose,NoBody2",8,428,11169,1297,11660,1382,12556
2023-12-11T20:01:31.949Z,"NoNose,NoBody2",8,431,11212,1299,11673,1376,12485
2023-12-11T20:01:32.215Z,"NoNose,NoBody2",8,456,11267,1304,11683,1361,12508
2023-12-11T20:01:32.225Z,"NoNose,NoBody2",8,450,11207,1310,11650,1373,12538
2023-12-11T20:01:32.255Z,"NoNose,NoBody2",8,465,11234,1309,11744,1369,12487
2023-12-11T20:01:32.345Z,"NoNose,NoBody2",8,443,11233,1312,11714,1371,12480
2023-12-11T20:01:32.450Z,"NoNose,NoBody2",8,442,11203,1319,11635,1377,12529
2023-12-11T20:01:32.554Z,"NoNose,NoBody2",8,265,10805,1311,11652,1361,12530
2023-12-11T20:01:32.657Z,"NoNose,NoBody2",8,459,11148,1328,11661,1368,12533
2023-12-11T20:01:32.745Z,"NoNose,NoBody2",8,454,11280,1322,11679,1383,12522
2023-12-11T20:01:32.852Z,"NoNose,NoBody2",8,427,11311,1297,11692,1384,12502
2023-12-11T20:01:32.951Z,"NoNose,NoBody2",8,457,11228,1314,11658,1382,12520
2023-12-11T20:01:33.152Z,"NoNose,NoBody2",8,459,11245,1309,11694,1379,12558
2023-12-11T20:01:33.154Z,"NoNose,NoBody2",8,428,11186,1299,11716,1383,12485
2023-12-11T20:01:33.243Z,"NoNose,NoBody2",8,432,11289,1322,11651,1379,12578
2023-12-11T20:01:33.361Z,"NoNose,NoBody2",8,454,11187,1301,11671,1363,12487
2023-12-11T20:01:33.454Z,"NoNose,NoBody2",8,438,11213,1298,11721,1372,12594
2023-12-11T20:01:33.557Z,"NoNose,NoBody2",8,468,11236,1320,11640,1374,12523
2023-12-11T20:01:33.658Z,"NoNose,NoBody2",8,453,11250,1320,11699,1376,12510
2023-12-11T20:01:33.742Z,"NoNose,NoBody2",8,420,10900,1285,11777,1377,12488
2023-12-11T20:01:33.848Z,"NoNose,NoBody2",8,483,11221,1319,11711,1365,12531
2023-12-11T20:01:33.952Z,"NoNose,NoBody2",8,308,11316,1318,11736,1385,6026
2023-12-11T20:01:34.155Z,"NoNose,NoBody2",8,527,11270,1331,11660,1369,2404
2023-12-11T20:01:34.160Z,"NoNose,NoBody2",8,455,11203,1302,11662,1371,2411
2023-12-11T20:01:34.239Z,"NoNose,NoBody2",8,441,11213,1305,11660,1368,2407
2023-12-11T20:01:34.362Z,"NoNose,NoBody2",8,478,11257,1344,11724,1379,2396
2023-12-11T20:01:34.447Z,"NoNose,NoBody2",8,459,11230,1305,11697,1369,2409
2023-12-11T20:01:34.544Z,"NoNose,NoBody2",8,464,11200,1318,11657,1371,2400
2023-12-11T20:01:34.655Z,"NoNose,NoBody2",8,449,11250,1323,11645,1371,2408
2023-12-11T20:01:34.738Z,"NoNose,NoBody2",8,445,11197,1314,11697,1373,2415
2023-12-11T20:01:34.850Z,"NoNose,NoBody2",8,465,11218,1315,11685,1357,2397
2023-12-11T20:01:34.983Z,"NoNose,NoBody2",8,431,11206,1297,11627,1369,2412
2023-12-11T20:01:35.203Z,"NoNose,NoBody2",8,463,11259,1300,11712,1383,2397
2023-12-11T20:01:35.204Z,"NoNose,NoBody2",8,429,11242,1281,11698,1364,2397
2023-12-11T20:01:35.240Z,"NoNose,NoBody2",8,473,11240,1302,11660,1382,2393
2023-12-11T20:01:35.337Z,"NoNose,NoBody2",8,462,11220,1302,11714,1371,2407
2023-12-11T20:01:35.449Z,"NoNose,NoBody2",8,469,11264,1316,11670,1391,2414
2023-12-11T20:01:35.559Z,"NoNose,NoBody2",8,492,11257,1300,11663,1370,2395
2023-12-11T20:01:35.649Z,"NoNose,NoBody2",8,141,10805,1317,11691,1383,2416
2023-12-11T20:01:35.749Z,"NoNose,NoBody2",8,446,11238,1340,11696,1391,2393
2023-12-11T20:01:35.849Z,"NoNose,NoBody2",8,451,11201,1311,11693,1377,2408
2023-12-11T20:01:35.956Z,"NoNose,NoBody2",8,425,11237,1311,11702,1385,2404
2023-12-11T20:01:36.150Z,"NoNose,NoBody2",8,451,11246,1285,11724,1386,2395
2023-12-11T20:01:36.152Z,"NoNose,NoBody2",8,464,11237,1313,11696,1385,2417
2023-12-11T20:01:36.246Z,"NoNose,NoBody2",8,437,11253,1287,11631,1362,2405
2023-12-11T20:01:36.352Z,"NoNose,NoBody2",8,476,11211,1293,11701,1380,2417
2023-12-11T20:01:36.447Z,"NoNose,NoBody2",8,311,10832,1296,11728,1370,2404
2023-12-11T20:01:36.539Z,"NoNose,NoBody2",8,409,11250,1299,11744,1369,2400
2023-12-11T20:01:36.655Z,"NoNose,NoBody2",8,435,11225,1300,11645,1363,2410
2023-12-11T20:01:36.747Z,"NoNose,NoBody2",8,449,11218,1301,11649,1382,2408
2023-12-11T20:01:37.053Z,"NoNose,NoBody2",8,330,10921,1306,11624,1367,2407
2023-12-11T20:01:37.055Z,"NoNose,NoBody2",8,411,11304,1324,11667,1373,2411
2023-12-11T20:01:37.059Z,"NoNose,NoBody2",8,386,11191,1292,11703,1387,2396
2023-12-11T20:01:37.290Z,"NoNose,NoBody2",8,508,11258,1309,11621,1367,2397
2023-12-11T20:01:37.292Z,"NoNose,NoBody2",8,312,11101,1305,11704,1382,2411
2023-12-11T20:01:37.353Z,"NoNose,NoBody2",8,477,11258,1329,11676,1370,2391
2023-12-11T20:01:37.446Z,"NoNose,NoBody2",8,270,11323,1294,11652,1369,2401
2023-12-11T20:01:37.557Z,"NoNose,NoBody2",8,483,11200,1295,11619,1349,2395
2023-12-11T20:01:37.646Z,"NoNose,NoBody2",8,461,11223,1290,11677,1358,2399
2023-12-11T20:01:37.740Z,"NoNose,NoBody2",8,475,11232,1315,11687,1353,2408
2023-12-11T20:01:37.842Z,"NoNose,NoBody2",8,450,11241,1294,11728,1357,2391
2023-12-11T20:01:37.960Z,"NoNose,NoBody2",8,330,11159,1332,11637,1373,2406
2023-12-11T20:01:38.163Z,"NoNose,NoBody2",8,371,11207,1292,11638,1371,2397
2023-12-11T20:01:38.165Z,"NoNose,NoBody2",8,420,11400,1304,11716,1381,2398
2023-12-11T20:01:38.240Z,"NoNose,NoBody2",8,425,11172,1310,11624,1363,2410
2023-12-11T20:01:38.341Z,"NoNose,NoBody2",8,462,11259,1317,11648,1381,2389
2023-12-11T20:01:38.449Z,"NoNose,NoBody2",8,422,11176,1312,11675,1366,2395
2023-12-11T20:01:38.540Z,"NoNose,NoBody2",8,457,11292,1329,11720,1369,2392
2023-12-11T20:01:38.647Z,"NoNose,NoBody2",8,414,11292,1278,11635,1376,2410
2023-12-11T20:01:38.736Z,"NoNose,NoBody2",8,447,11202,1287,11706,1373,2389
2023-12-11T20:01:38.842Z,"NoNose,NoBody2",8,435,11235,1310,11643,1337,2426
2023-12-11T20:01:38.959Z,"NoNose,NoBody2",8,452,11253,1302,11671,1368,2408
2023-12-11T20:01:39.168Z,"NoNose,NoBody2",8,418,11266,1302,11638,1365,2402
2023-12-11T20:01:39.169Z,"NoNose,NoBody2",8,440,11173,1307,11681,1335,2396
2023-12-11T20:01:39.245Z,"NoNose,NoBody2",8,428,11229,1284,11725,1345,12231
2023-12-11T20:01:39.344Z,"NoNose,NoBody2",8,438,11193,1274,11653,1371,12395
2023-12-11T20:01:39.456Z,"NoNose,NoBody2",8,459,11232,1301,11630,1351,12404
2023-12-11T20:01:39.537Z,"NoNose,NoBody2",8,448,10766,1309,11708,1363,12469
2023-12-11T20:01:39.648Z,"NoNose,NoBody2",8,451,11245,1317,11709,8098,12437
2023-12-11T20:01:39.746Z,"NoNose,NoBody2",8,472,11182,1310,11637,7901,12462
2023-12-11T20:01:39.844Z,"NoNose,NoBody2",8,445,11187,1294,11696,7735,12400
2023-12-11T20:01:39.944Z,"NoNose,NoBody2",8,442,11229,1324,11712,7686,12463
2023-12-11T20:01:40.142Z,"NoNose,NoBody2",8,396,11249,1318,11626,7643,12401
2023-12-11T20:01:40.146Z,"NoNose,NoBody2",8,483,11202,1325,11701,7675,12447
2023-12-11T20:01:40.245Z,"NoNose,NoBody2",8,440,11263,1301,11677,9011,12373
2023-12-11T20:01:40.339Z,"NoNose,NoBody2",8,437,11223,1321,11656,8901,12444
2023-12-11T20:01:40.441Z,"NoNose,NoBody2",8,421,11183,1290,11717,8922,12415
2023-12-11T20:01:40.548Z,"NoNose,NoBody2",8,353,11238,1257,11679,8901,12397
2023-12-11T20:01:40.662Z,"NoNose,NoBody2",8,400,11245,1327,11720,8876,12414
2023-12-11T20:01:40.742Z,"NoNose,NoBody2",8,426,11247,1326,11655,8873,12470
2023-12-11T20:01:40.838Z,"NoNose,NoBody2",8,354,11243,1300,11622,8850,12443
2023-12-11T20:01:40.938Z,"NoNose,NoBody2",8,458,11234,1294,11726,8813,12429
2023-12-11T20:01:41.137Z,"NoNose,NoBody2",8,444,11181,1316,11732,8851,12367
2023-12-11T20:01:41.141Z,"NoNose,NoBody2",8,450,11203,1320,11632,8823,12423
2023-12-11T20:01:41.237Z,"NoNose,NoBody2",8,480,11238,1305,11633,8778,12426
2023-12-11T20:01:41.342Z,"NoNose,NoBody2",8,448,11261,1293,11630,8816,12395
2023-12-11T20:01:41.463Z,"NoNose,NoBody2",8,455,11276,1308,11670,8823,12380
2023-12-11T20:01:41.556Z,"NoNose,NoBody2",8,437,11195,1315,11674,8759,12436
2023-12-11T20:01:41.639Z,"NoNose,NoBody2",8,522,11286,1336,11684,8814,12379
2023-12-11T20:01:41.752Z,"NoNose,NoBody2",8,458,11258,1318,11683,8805,12451
2023-12-11T20:01:41.844Z,"NoNose,NoBody2",8,443,11243,1289,11705,8797,12419
2023-12-11T20:01:41.953Z,"NoNose,NoBody2",8,430,11265,1308,11657,8817,12422
2023-12-11T20:01:42.155Z,"NoNose,NoBody2",8,448,11187,1305,11641,8773,12446
2023-12-11T20:01:42.157Z,"NoNose,NoBody2",8,452,11262,1337,11686,8781,12462
2023-12-11T20:01:42.241Z,"NoNose,NoBody2",8,461,11233,1307,11730,8789,12371
2023-12-11T20:01:42.345Z,"NoNose,NoBody2",8,450,11263,1309,11712,8792,12378
2023-12-11T20:01:42.438Z,"NoNose,NoBody2",8,449,11254,1292,11648,8770,12424
2023-12-11T20:01:42.556Z,"NoNose,NoBody2",8,437,11206,1332,11716,8740,12413
2023-12-11T20:01:42.643Z,"NoNose,NoBody2",8,439,11255,1323,11689,8781,12463
2023-12-11T20:01:42.739Z,"NoNose,NoBody2",8,430,11227,1305,11680,8721,12408
2023-12-11T20:01:42.853Z,"NoNose,NoBody2",8,423,11187,1292,11691,8674,12455
2023-12-11T20:01:42.941Z,"NoNose,NoBody2",8,435,11275,1316,11674,8760,12401
2023-12-11T20:01:43.149Z,"NoNose,NoBody2",8,462,11306,1302,11664,8720,12381
2023-12-11T20:01:43.159Z,"NoNose,NoBody2",8,467,11220,1290,11694,8706,12419
2023-12-11T20:01:43.244Z,"NoNose,NoBody2",8,404,11244,1289,11680,8746,12435
2023-12-11T20:01:43.345Z,"NoNose,NoBody2",8,469,11259,1294,11705,8733,12415
2023-12-11T20:01:43.448Z,"NoNose,NoBody2",8,437,11163,1306,11648,8723,12404
2023-12-11T20:01:43.545Z,"NoNose,NoBody2",8,474,11234,1300,11688,8710,12457
2023-12-11T20:01:43.645Z,"NoNose,NoBody2",8,505,11321,1317,11612,8746,12408
2023-12-11T20:01:43.743Z,"NoNose,NoBody2",8,427,11278,1315,11727,8698,12413
2023-12-11T20:01:43.841Z,"NoNose,NoBody2",8,467,11111,1316,11677,8712,12387
2023-12-11T20:01:43.947Z,"NoNose,NoBody2",8,441,11262,1329,11665,8758,12436
2023-12-11T20:01:44.200Z,"NoNose,NoBody2",8,445,11229,1321,11725,8707,12381
2023-12-11T20:01:44.202Z,"NoNose,NoBody2",8,439,11165,1295,11702,8676,12477
2023-12-11T20:01:44.244Z,"NoNose,NoBody2",8,461,11225,1315,11669,8673,12382
2023-12-11T20:01:44.343Z,"NoNose,NoBody2",8,413,11428,1308,11688,8715,12458
2023-12-11T20:01:44.452Z,"NoNose,NoBody2",8,423,11233,1288,11682,8705,12383
2023-12-11T20:01:44.538Z,"NoNose,NoBody2",8,419,11181,1341,11625,8666,12401
2023-12-11T20:01:44.645Z,"NoNose,NoBody2",8,293,11225,1317,11709,8705,12388
2023-12-11T20:01:44.744Z,"NoNose,NoBody2",8,440,11237,1333,11677,8698,12422
2023-12-11T20:01:44.840Z,"NoNose,NoBody2",8,457,11207,1313,11666,8727,12371
2023-12-11T20:01:44.949Z,"NoNose,NoBody2",8,441,11251,1291,11698,8660,12445
2023-12-11T20:01:45.171Z,"NoNose,NoBody2",8,446,11263,1322,11687,8707,12454
2023-12-11T20:01:45.172Z,"NoNose,NoBody2",8,456,11222,1321,11640,8670,12422
2023-12-11T20:01:45.250Z,"NoNose,NoBody2",8,451,11260,1347,11713,8699,9856
2023-12-11T20:01:45.341Z,"NoNose,NoBody2",8,418,11231,1309,11621,8696,2398
2023-12-11T20:01:45.455Z,"NoNose,NoBody2",8,437,11219,1323,11719,8535,2389
2023-12-11T20:01:45.539Z,"NoNose,NoBody2",8,429,11174,1285,11707,8307,2388
2023-12-11T20:01:45.652Z,"NoNose,NoBody2",8,458,11202,1334,11613,1369,2407
2023-12-11T20:01:45.748Z,"NoNose,NoBody2",8,446,11198,1282,11659,1379,2402
2023-12-11T20:01:45.844Z,"NoNose,NoBody2",8,412,11209,1277,11689,1358,2401
2023-12-11T20:01:45.952Z,"NoNose,NoBody2",8,465,11231,1304,11655,1380,2396
2023-12-11T20:01:46.159Z,"NoNose,NoBody2",8,459,11243,1286,11669,1381,2402
2023-12-11T20:01:46.161Z,"NoNose,NoBody2",8,421,11236,1336,11652,1370,2408
2023-12-11T20:01:46.244Z,"NoNose,NoBody2",8,438,11207,1293,11696,1366,2398
2023-12-11T20:01:46.347Z,"NoNose,NoBody2",8,459,11231,1306,11704,1378,2402
2023-12-11T20:01:46.445Z,"NoNose,NoBody2",8,447,11219,1293,11698,1363,2396
2023-12-11T20:01:46.541Z,"NoNose,NoBody2",8,395,11188,1287,11687,1386,2402
2023-12-11T20:01:46.645Z,"NoNose,NoBody2",8,459,11227,1319,11675,1358,2397
2023-12-11T20:01:46.753Z,"NoNose,NoBody2",8,435,11231,1308,11624,1389,2412
2023-12-11T20:01:47.034Z,"NoNose,NoBody2",8,462,11216,1319,11658,1369,2394
2023-12-11T20:01:47.036Z,"NoNose,NoBody2",8,450,11168,1317,11710,1379,2394
2023-12-11T20:01:47.040Z,"NoNose,NoBody2",8,481,11192,1310,11663,1368,2407
2023-12-11T20:01:47.228Z,"NoNose,NoBody2",8,443,11262,1296,11701,1379,2408
2023-12-11T20:01:47.252Z,"NoNose,NoBody2",8,480,11293,1336,11680,1387,2402
2023-12-11T20:01:47.379Z,"NoNose,NoBody2",8,472,11158,1275,11655,1366,2394
2023-12-11T20:01:47.466Z,"NoNose,NoBody2",8,518,11199,1327,11721,1379,2389
2023-12-11T20:01:47.551Z,"NoNose,NoBody2",8,435,11246,1305,11674,1317,2394
2023-12-11T20:01:47.665Z,"NoNose,NoBody2",8,434,11192,1334,11649,1347,2397
2023-12-11T20:01:47.753Z,"NoNose,NoBody2",8,396,11205,1284,11654,1364,2398
2023-12-11T20:01:47.848Z,"NoNose,NoBody2",8,458,11267,1304,11661,1374,2406
2023-12-11T20:01:47.940Z,"NoNose,NoBody2",8,456,11228,1289,11659,1370,2393
2023-12-11T20:01:48.252Z,"NoNose,NoBody2",8,447,11196,1308,11645,1365,2401
2023-12-11T20:01:48.254Z,"NoNose,NoBody2",8,440,11170,1299,11676,1366,2413
2023-12-11T20:01:48.256Z,"NoNose,NoBody2",8,444,11267,1313,11664,1373,2410
2023-12-11T20:01:48.352Z,"NoNose,NoBody2",8,440,11253,1317,11656,1339,2410
2023-12-11T20:01:48.439Z,"NoNose,NoBody2",8,365,10899,1314,11702,1384,2409
2023-12-11T20:01:48.548Z,"NoNose,NoBody2",8,437,11200,1312,11713,1326,2410
2023-12-11T20:01:48.649Z,"NoNose,NoBody2",8,493,11279,1308,11680,1367,2399
2023-12-11T20:01:48.747Z,"NoNose,NoBody2",8,516,11216,1310,11663,1374,2405
2023-12-11T20:01:48.848Z,"NoNose,NoBody2",8,439,11209,1310,11689,1357,2416
2023-12-11T20:01:48.942Z,"NoNose,NoBody2",8,454,11223,1295,11702,1373,2400
2023-12-11T20:01:49.149Z,"NoNose,NoBody2",8,462,11239,1314,11690,1377,2387
2023-12-11T20:01:49.150Z,"NoNose,NoBody2",8,440,11210,1300,11723,1354,2388
2023-12-11T20:01:49.245Z,"NoNose,NoBody2",8,250,10882,1305,11631,1365,2403
2023-12-11T20:01:49.344Z,"NoNose,NoBody2",8,449,11247,1321,11673,1369,2388
2023-12-11T20:01:49.445Z,"NoNose,NoBody2",8,462,11253,1292,11630,1356,2400
2023-12-11T20:01:49.547Z,"NoNose,NoBody2",8,445,11207,1290,11636,1371,2410
2023-12-11T20:01:49.652Z,"NoNose,NoBody2",8,467,11256,1318,11679,1377,2445
2023-12-11T20:01:49.744Z,"NoNose,NoBody2",8,455,11181,1303,11683,1369,2406
2023-12-11T20:01:49.837Z,"NoNose,NoBody2",8,366,11395,1287,11666,1368,2397
2023-12-11T20:01:49.942Z,"NoNose,NoBody2",8,461,11248,1307,11697,1362,2410
2023-12-11T20:01:50.172Z,"NoNose,NoBody2",8,431,11171,1282,11679,1357,2402
2023-12-11T20:01:50.174Z,"NoNose,NoBody2",8,452,11191,1343,11668,1351,2393
2023-12-11T20:01:50.238Z,"NoNose,NoBody2",8,453,11238,1297,11669,1357,2393
